Molecule Name,AD_index_LogP,Conf_index_LogP,LogP_pred,AD_LogP,MP_pred,AD_MP,AD_index_MP,Conf_index_MP,BP_pred,AD_BP,AD_index_BP,Conf_index_BP,VP_pred,AD_VP,AD_index_VP,Conf_index_VP,WS_pred,AD_WS,AD_index_WS,Conf_index_WS,HL_pred,AD_HL,AD_index_HL,Conf_index_HL,RT_pred,AD_RT,AD_index_RT,Conf_index_RT,KOA_pred,AD_KOA,AD_index_KOA,Conf_index_KOA,ionization,AD_pKa,AD_index_pKa,Conf_index_pKa,pKa_a_pred,pKa_b_pred,AOH_pred,AD_AOH,AD_index_AOH,Conf_index_AOH,BCF_pred,AD_BCF,AD_index_BCF,Conf_index_BCF,BioDeg_pred,AD_BioDeg,AD_index_BioDeg,Conf_index_BioDeg,ReadyBiodeg_pred,AD_ReadyBiodeg,Conf_index_ReadyBiodeg,KM_pred,AD_KM,AD_index_KM,Conf_index_KM,LogKoc_pred,AD_LogKoc,AD_index_LogKoc,Conf_index_LogKoc,AD_CERAPP_Ago,AD_CERAPP_Anta,AD_CERAPP_BinD,CERAPP_Ago_pred,AD_index_CERAPP_Ago,Conf_index_CERAPP_Ago,CERAPP_Anta_pred,AD_index_CERAPP_Anta,Conf_index_CERAPP_Anta,CERAPP_Bind_pred,AD_index_CERAPP_Bind,Conf_index_CERAPP_Bind,CoMPARA_Ago_pred,AD_CoMPARA_Ago,AD_index_CoMPARA_Ago,Conf_index_CoMPARA_Ago,CoMPARA_Anta_pred,AD_CoMPARA_Anta,AD_index_CoMPARA_Anta,Conf_index_CoMPARA_Anta,CoMPARA_Bind_pred,AD_CoMPARA_BinD,AD_index_CoMPARA_Bind,Conf_index_CoMPARA_Bind,CATMoS_VT_pred,AD_VT,AD_index_VT,Conf_index_VT,CATMoS_NT_pred,AD_NT,AD_index_NT,Conf_index_NT,CATMoS_EPA_pred,AD_EPA,AD_index_EPA,Conf_index_EPA,CATMoS_GHS_pred,AD_GHS,AD_index_GHS,Conf_index_GHS,CATMoS_LD50_pred,AD_LD50,AD_index_LD50,Conf_index_LD50,AD_index_ReadyBiodeg,
50-43-1,0.604253,0.635250,3.083314,1.000000,157.355266,1.000000,0.947811,0.840878,300.572554,1.000000,0.558447,0.695245,-3.897705,1.000000,0.734166,0.589529,-1.969289,1.000000,0.833955,0.700708,-8.546788,1.000000,0.314738,0.427725,6.580762,1.000000,0.497124,0.535035,8.685125,1.000000,0.759538,0.567048,1.000000,1.000000,0.744779,0.820142,2.378227,NaN,-11.710309,1.000000,0.318278,0.562692,0.521896,1.000000,0.813209,0.831402,0.536548,0.000000,0.340819,0.624310,0.000000,1.000000,0.755392,-0.317300,1.000000,0.554012,0.630724,2.529823,1.000000,0.616284,0.632449,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,0.000000,1.000000,1.000000,0.000000,1.000000,0.944444,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,0.850000,0.000000,1.000000,1.000000,0.968750,0.000000,1.000000,0.953760,0.943376,0.000000,1.000000,1.000000,0.857143,3.000000,1.000000,1.000000,0.869565,4.000000,1.000000,0.985284,0.728287,3.022139,1.000000,1.000000,0.909091,0.510784,
50-45-3,0.795185,0.713865,2.892473,1.000000,165.589366,1.000000,0.942943,0.865053,291.530668,1.000000,0.724495,0.712095,-3.626143,1.000000,0.878384,0.786360,-2.545716,1.000000,0.861903,0.702784,-8.301917,1.000000,0.453406,0.452314,5.981950,1.000000,0.476414,0.527466,7.753389,1.000000,0.719442,0.532774,1.000000,1.000000,0.914579,0.901054,2.779464,NaN,-11.514579,1.000000,0.327586,0.586807,0.377880,1.000000,0.819164,0.791901,0.551761,0.000000,0.346071,0.641204,0.000000,1.000000,0.866735,-0.754605,1.000000,0.595817,0.643457,1.774469,1.000000,0.676504,0.614268,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,0.000000,1.000000,1.000000,0.000000,1.000000,0.947368,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,0.904762,0.000000,1.000000,1.000000,0.969697,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,0.900000,3.000000,1.000000,1.000000,0.625003,4.000000,1.000000,1.000000,0.619048,2.927877,1.000000,1.000000,0.770833,0.733469,
50-48-6,0.871097,0.783930,4.856604,1.000000,162.328971,1.000000,0.882867,0.596000,350.918539,1.000000,0.395382,0.549895,-7.106690,1.000000,0.415252,0.478567,-4.803886,1.000000,0.860834,0.592643,-7.726699,1.000000,0.366309,0.471218,22.815794,1.000000,0.441210,0.491280,9.600138,1.000000,0.980203,0.743591,1.000000,1.000000,0.841539,0.875322,NaN,9.913332,-10.518594,0.000000,0.232086,0.530371,3.028814,1.000000,0.429356,0.538547,0.668436,1.000000,0.369655,0.624214,0.000000,1.000000,0.583947,0.211252,1.000000,0.320471,0.564121,3.587432,1.000000,0.406522,0.518946,1.000000,1.000000,1.000000,0.000000,1.000000,0.700000,0.000000,0.970637,0.884959,1.000000,1.000000,0.631579,0.000000,1.000000,1.000000,0.947368,1.000000,1.000000,1.000000,0.722222,1.000000,1.000000,1.000000,0.571429,0.000000,1.000000,1.000000,0.966630,0.000000,1.000000,1.000000,0.931034,2.000000,1.000000,1.000000,0.859783,4.000000,1.000000,1.000000,0.591270,2.623286,1.000000,1.000000,0.918333,0.476911,
50-49-7,0.865159,0.755393,4.737232,1.000000,135.478742,1.000000,0.907885,0.625874,347.190438,1.000000,0.420290,0.491316,-6.105529,1.000000,0.386380,0.470773,-4.185053,1.000000,0.875158,0.801666,-5.764288,1.000000,0.407119,0.447835,20.042521,1.000000,0.500281,0.511942,9.781496,1.000000,0.986697,0.842145,1.000000,1.000000,0.903442,0.609210,NaN,7.887982,-10.772645,0.000000,0.224099,0.489235,2.495561,1.000000,0.414722,0.501529,0.560892,0.000000,0.296231,0.587844,0.000000,1.000000,0.737682,0.452417,1.000000,0.334994,0.485367,2.899724,0.000000,0.301280,0.416959,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,0.000000,1.000000,1.000000,0.000000,1.000000,0.764706,0.000000,1.000000,1.000000,0.944444,1.000000,1.000000,1.000000,0.764706,1.000000,1.000000,0.995214,0.662074,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,0.964103,2.000000,1.000000,1.000000,0.818182,4.000000,1.000000,1.000000,0.825000,2.646517,1.000000,1.000000,0.959167,0.475364,
50-50-0,0.522203,0.576494,6.305840,1.000000,196.995340,1.000000,0.857706,0.807358,416.370592,0.000000,0.211013,0.336998,-8.845522,0.000000,0.238299,0.339272,-7.278003,1.000000,0.414854,0.439355,-7.681425,0.000000,0.244962,0.292848,28.337559,1.000000,0.470667,0.524210,10.353557,0.000000,0.431837,0.403202,1.000000,1.000000,0.472259,0.690732,8.531092,NaN,-10.755155,0.000000,0.128603,0.456556,2.770656,1.000000,0.374956,0.463482,1.765606,0.000000,0.179448,0.517011,0.000000,1.000000,0.732972,0.182505,0.000000,0.206458,0.427594,4.646707,1.000000,0.265187,0.376782,1.000000,1.000000,1.000000,1.000000,1.000000,0.900000,1.000000,1.000000,0.857143,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.850000,1.000000,1.000000,1.000000,0.947368,1.000000,1.000000,1.000000,0.866667,0.000000,1.000000,0.949997,0.971641,1.000000,1.000000,0.971177,0.794389,3.000000,1.000000,0.926468,0.673295,5.000000,1.000000,0.954185,0.874628,2.866188,1.000000,0.810081,0.700906,0.465944,
50-52-2,0.860806,0.740996,5.833603,1.000000,75.712670,1.000000,0.856836,0.748206,364.951913,0.000000,0.217652,0.431090,-7.600116,0.000000,0.305614,0.442988,-4.889180,1.000000,0.497168,0.584969,-6.040125,1.000000,0.373236,0.417863,26.718389,1.000000,0.525424,0.533269,11.714056,1.000000,0.807640,0.717178,1.000000,1.000000,0.511940,0.710485,NaN,7.154559,-10.551561,0.000000,0.166971,0.495171,2.701349,1.000000,0.353622,0.459289,1.993793,0.000000,0.226770,0.540946,0.000000,1.000000,0.710443,0.511981,1.000000,0.244150,0.425068,3.090758,0.000000,0.173348,0.352255,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,0.000000,0.946885,0.899510,0.000000,1.000000,0.555556,0.000000,1.000000,1.000000,0.666667,1.000000,1.000000,1.000000,0.833333,1.000000,1.000000,1.000000,0.703703,0.000000,1.000000,1.000000,0.962963,0.000000,1.000000,1.000000,0.929630,3.000000,1.000000,1.000000,0.772727,4.000000,1.000000,1.000000,0.947368,2.973184,1.000000,1.000000,0.918333,0.420885,
50-55-5,0.347571,0.437268,4.045331,1.000000,256.767751,1.000000,0.855574,0.648682,459.986820,0.000000,0.101828,0.344604,-9.791526,0.000000,0.110939,0.205937,-3.991299,0.000000,0.844797,0.706058,-7.897043,0.000000,0.105804,0.208408,19.315321,1.000000,0.472786,0.518482,10.568057,0.000000,0.226721,0.308542,1.000000,0.000000,0.255170,0.371279,10.884265,NaN,-10.349527,0.000000,0.067609,0.476382,0.916794,0.000000,0.203869,0.365785,1.141916,0.000000,0.108318,0.403905,0.000000,1.000000,0.644541,0.025133,0.000000,0.082279,0.312846,4.949855,0.000000,0.095466,0.298670,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,0.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.997857,0.578619,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.928571,0.000000,1.000000,1.000000,0.966667,0.000000,1.000000,1.000000,0.785714,2.000000,1.000000,1.000000,0.500000,4.000000,1.000000,1.000000,0.666667,2.705451,1.000000,1.000000,0.913043,0.289082,
50-60-2,0.548787,0.580851,2.869451,1.000000,164.451440,1.000000,0.855041,0.618976,328.179879,0.000000,0.208656,0.353710,-8.986734,1.000000,0.410972,0.375255,-3.597864,1.000000,0.457487,0.440006,-9.767062,1.000000,0.250477,0.294004,14.697583,1.000000,0.596642,0.576597,9.093096,0.000000,0.332164,0.410140,1.000000,1.000000,0.459259,0.565038,7.602240,NaN,-10.621618,0.000000,0.198996,0.512798,1.266556,1.000000,0.518137,0.626443,0.524255,0.000000,0.338963,0.628666,0.000000,1.000000,0.730773,-0.228644,1.000000,0.305120,0.520700,2.795774,1.000000,0.450958,0.537229,1.000000,1.000000,1.000000,0.000000,1.000000,0.777778,0.000000,1.000000,0.714286,0.000000,1.000000,0.588235,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.705882,1.000000,1.000000,1.000000,0.518519,0.000000,1.000000,1.000000,0.966667,0.000000,1.000000,1.000000,0.967742,3.000000,1.000000,1.000000,0.750000,4.000000,1.000000,1.000000,0.904762,2.884296,1.000000,1.000000,0.880000,0.461545,
50-65-7,0.630240,0.552855,3.769035,1.000000,224.961415,1.000000,0.850810,0.666860,343.404324,0.000000,0.185919,0.393587,-10.777156,1.000000,0.854491,0.699571,-3.684858,1.000000,0.855422,0.684000,-8.306675,0.000000,0.199359,0.269601,17.059683,1.000000,0.592872,0.528957,9.334209,0.000000,0.291548,0.382581,1.000000,1.000000,0.437369,0.572834,4.977158,NaN,-10.859734,0.000000,0.236413,0.484383,2.137111,1.000000,0.449540,0.657354,0.647501,0.000000,0.203138,0.538592,0.000000,1.000000,0.716642,-0.175613,1.000000,0.304767,0.519052,3.330929,1.000000,0.865550,0.785704,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.936301,0.669623,0.000000,1.000000,0.789474,0.000000,1.000000,1.000000,0.952381,1.000000,1.000000,1.000000,0.636364,0.000000,1.000000,0.975060,0.921896,0.000000,1.000000,1.000000,0.963624,0.000000,1.000000,1.000000,0.540870,3.000000,1.000000,1.000000,0.550000,5.000000,1.000000,1.000000,0.578947,3.098947,1.000000,1.000000,0.604978,0.433284,
50-67-9,0.884944,0.749651,-0.104190,1.000000,165.501710,1.000000,0.853662,0.766746,347.248471,1.000000,0.241953,0.418999,-4.098606,1.000000,0.310338,0.405299,-1.058235,1.000000,0.857600,0.703165,-7.579910,0.000000,0.256961,0.339026,6.170582,1.000000,0.677638,0.603064,8.328282,0.000000,0.188630,0.330843,2.000000,1.000000,0.438228,0.411882,9.422624,9.697306,-10.835812,1.000000,0.301020,0.540892,0.923421,1.000000,0.528377,0.595801,0.603296,0.000000,0.255141,0.559017,0.000000,1.000000,0.761842,-0.198158,0.000000,0.187485,0.442166,2.117374,1.000000,0.571971,0.603971,1.000000,1.000000,1.000000,0.000000,0.974138,0.928741,0.000000,1.000000,1.000000,0.000000,1.000000,0.882353,0.000000,1.000000,1.000000,0.947368,0.000000,1.000000,1.000000,0.894737,0.000000,1.000000,1.000000,0.896552,0.000000,1.000000,1.000000,0.769231,0.000000,1.000000,1.000000,0.923077,2.000000,1.000000,1.000000,0.428571,4.000000,1.000000,0.974140,0.767053,2.565226,1.000000,1.000000,0.782609,0.523685,
50-73-7,0.608396,0.634033,3.283854,1.000000,158.384275,1.000000,0.960100,0.842574,300.566405,1.000000,0.555490,0.693429,-3.674099,1.000000,0.887021,0.705515,-2.124242,1.000000,0.816559,0.707563,-8.309180,1.000000,0.429536,0.444211,8.322882,1.000000,0.514768,0.551060,8.669162,1.000000,0.755089,0.564299,1.000000,1.000000,0.749615,0.822471,1.957469,NaN,-11.848896,1.000000,0.313770,0.565848,0.518800,1.000000,0.783704,0.813368,0.493280,0.000000,0.336963,0.627933,0.000000,1.000000,0.810671,-0.311475,1.000000,0.557907,0.632445,2.268760,1.000000,0.595728,0.651709,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,0.000000,1.000000,1.000000,0.000000,1.000000,0.944444,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,0.900000,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.967294,0.982033,0.000000,1.000000,0.997200,0.917745,3.000000,1.000000,0.996662,0.884957,4.000000,1.000000,0.983934,0.724416,2.997187,1.000000,0.995913,0.951011,0.621341,
50-74-8,0.557307,0.668034,3.387385,1.000000,181.599479,1.000000,0.893401,0.742862,311.566817,1.000000,0.462513,0.622942,-3.669978,1.000000,0.492231,0.520224,-2.276662,1.000000,0.593201,0.562819,-8.533248,1.000000,0.273286,0.407746,8.656206,1.000000,0.538227,0.557957,9.119715,1.000000,0.859993,0.620893,1.000000,1.000000,0.646594,0.772119,2.243413,NaN,-11.711311,1.000000,0.308893,0.557833,0.505922,1.000000,0.445467,0.619169,0.732887,0.000000,0.323990,0.600263,0.000000,1.000000,0.732193,-0.058772,1.000000,0.497059,0.620985,2.667581,1.000000,0.570724,0.605223,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,0.000000,1.000000,1.000000,0.000000,1.000000,0.944444,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.955353,0.902098,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.954736,0.896203,0.000000,1.000000,0.981724,0.903007,3.000000,1.000000,0.997052,0.826475,4.000000,1.000000,0.959130,0.707957,2.967948,1.000000,0.807937,0.937455,0.464386,
50-78-2,0.913975,0.836815,1.300799,1.000000,126.183424,1.000000,0.942082,0.731688,282.673155,1.000000,0.554918,0.607750,-4.768089,1.000000,0.864302,0.672332,-1.779021,1.000000,0.880068,0.727552,-8.082640,1.000000,0.209766,0.388070,0.915893,1.000000,0.498669,0.575583,7.752837,1.000000,0.719579,0.532813,1.000000,1.000000,0.563067,0.667566,4.197193,NaN,-11.247979,1.000000,0.285152,0.526352,0.563260,1.000000,0.506825,0.648798,0.548531,0.000000,0.346939,0.639106,1.000000,1.000000,0.832034,-0.943845,1.000000,0.536437,0.723684,1.897275,1.000000,0.618556,0.664440,1.000000,1.000000,1.000000,0.000000,1.000000,0.909091,0.000000,1.000000,0.875000,0.000000,1.000000,0.800000,0.000000,1.000000,0.978613,0.988957,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,0.766667,3.000000,1.000000,1.000000,0.916667,4.000000,1.000000,1.000000,0.619048,3.214333,1.000000,0.922621,0.886863,0.664068,
50-79-3,0.913108,0.822774,2.818521,1.000000,161.335118,1.000000,0.951266,0.863594,297.601401,1.000000,0.869399,0.798021,-3.704701,1.000000,0.686432,0.635402,-2.543580,1.000000,0.861568,0.702638,-8.347624,1.000000,0.473335,0.453476,4.619098,1.000000,0.579626,0.608214,7.778368,1.000000,0.714723,0.531567,1.000000,1.000000,0.914992,0.901230,3.190521,NaN,-11.514591,1.000000,0.327619,0.586822,0.366082,1.000000,0.834602,0.798947,0.551761,0.000000,0.346064,0.641201,0.000000,1.000000,0.886911,-0.756556,1.000000,0.593747,0.642657,1.848671,1.000000,0.668942,0.612751,1.000000,1.000000,1.000000,0.000000,1.000000,0.900000,0.000000,1.000000,1.000000,0.000000,1.000000,0.944444,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,0.857143,0.000000,1.000000,1.000000,0.969697,0.000000,1.000000,0.974597,0.958925,0.000000,1.000000,1.000000,0.965517,3.000000,1.000000,1.000000,0.916667,4.000000,1.000000,1.000000,0.714286,2.927877,1.000000,1.000000,0.770833,0.773822,
50-82-8,0.608004,0.633948,3.285513,1.000000,159.780697,1.000000,0.954719,0.847411,300.543660,1.000000,0.557031,0.694206,-3.933716,1.000000,0.727959,0.585411,-2.221325,1.000000,0.904389,0.763456,-8.544167,1.000000,0.308472,0.424636,7.093842,1.000000,0.516442,0.542098,8.669162,1.000000,0.755089,0.564299,1.000000,1.000000,0.756310,0.825696,2.702149,NaN,-11.846531,1.000000,0.316425,0.567285,0.523409,1.000000,0.828097,0.840494,0.493537,0.000000,0.332135,0.625560,0.000000,1.000000,0.841485,-0.311278,1.000000,0.560601,0.634103,2.526355,1.000000,0.617645,0.633272,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,0.000000,1.000000,1.000000,0.000000,1.000000,0.944444,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,0.900000,0.000000,1.000000,0.976807,0.985578,0.000000,1.000000,0.964135,0.909809,0.000000,1.000000,0.997219,0.876990,3.000000,1.000000,0.996728,0.859957,4.000000,1.000000,0.973511,0.697218,3.019286,1.000000,0.995925,0.923159,0.682971,
50-84-0,0.863433,0.758799,2.857821,1.000000,166.578777,1.000000,0.961398,0.867178,293.898239,1.000000,0.736976,0.719858,-3.707933,1.000000,0.669595,0.622675,-2.475704,1.000000,0.914969,0.744449,-8.689555,1.000000,0.326666,0.429548,3.622969,1.000000,0.529698,0.589479,7.769808,1.000000,0.716065,0.531879,1.000000,1.000000,0.944804,0.914589,2.884405,NaN,-11.514315,1.000000,0.327585,0.586797,0.358504,1.000000,0.848088,0.806101,0.551772,0.000000,0.340390,0.638373,0.000000,1.000000,0.885637,-0.756766,1.000000,0.597456,0.644490,1.938968,1.000000,0.643965,0.604319,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,0.000000,1.000000,1.000000,0.000000,1.000000,0.944444,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,0.850000,0.000000,1.000000,1.000000,0.939394,0.000000,1.000000,0.964403,0.986386,0.000000,1.000000,1.000000,0.900000,3.000000,1.000000,1.000000,0.958333,4.000000,1.000000,1.000000,0.809524,2.989403,1.000000,1.000000,0.958333,0.771275,
50-85-1,0.948777,0.738215,2.685380,1.000000,167.922943,1.000000,0.950112,0.863222,261.499129,1.000000,0.342814,0.411688,-4.960108,1.000000,0.576666,0.474737,-1.736651,1.000000,0.596173,0.547794,-7.360929,1.000000,0.303290,0.491907,1.130126,1.000000,0.503136,0.575396,7.780402,0.000000,0.796608,0.678352,1.000000,1.000000,0.990743,0.818283,3.953066,NaN,-11.067859,1.000000,0.306762,0.561930,0.604381,1.000000,0.472700,0.637720,0.492741,0.000000,0.286807,0.601371,1.000000,1.000000,0.636182,-0.940366,1.000000,0.401014,0.523553,1.737402,1.000000,0.752339,0.773233,1.000000,1.000000,1.000000,0.000000,0.979453,0.795036,0.000000,1.000000,0.749955,0.000000,0.989854,0.833008,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,0.769231,3.000000,1.000000,1.000000,0.772727,4.000000,1.000000,0.958381,0.691558,3.101225,1.000000,1.000000,0.916667,0.581381,
50-89-5,0.877702,0.822893,-1.027908,1.000000,182.010719,1.000000,0.893520,0.785579,271.066787,0.000000,0.146971,0.432276,-8.651890,1.000000,0.285085,0.295476,-1.204844,1.000000,0.461083,0.495559,-10.100757,0.000000,0.098016,0.203256,2.261045,1.000000,0.424713,0.529755,9.230519,0.000000,0.182948,0.331681,1.000000,1.000000,0.699140,0.804139,8.431920,NaN,-10.569622,0.000000,0.182184,0.522622,0.157320,1.000000,0.351796,0.550322,0.524749,0.000000,0.263932,0.591182,0.000000,1.000000,0.550875,-0.618925,0.000000,0.230974,0.444702,1.692105,1.000000,0.344148,0.559896,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,0.000000,1.000000,1.000000,0.000000,1.000000,0.944444,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.987468,0.974565,0.000000,1.000000,0.964221,0.947812,1.000000,1.000000,1.000000,0.862069,3.000000,1.000000,0.981262,0.449943,5.000000,1.000000,1.000000,0.800000,3.332749,1.000000,0.926023,0.719773,0.410767,
50-91-9,0.877970,0.854569,-1.105272,1.000000,163.868201,1.000000,0.883005,0.703648,281.177714,0.000000,0.145043,0.396757,-8.635975,1.000000,0.280590,0.294439,-0.903796,1.000000,0.449835,0.509333,-10.119188,0.000000,0.098112,0.203132,2.068601,1.000000,0.420042,0.496831,9.216512,0.000000,0.184452,0.332860,1.000000,1.000000,0.405892,0.657511,7.304221,NaN,-10.941082,0.000000,0.175637,0.504053,0.178691,1.000000,0.352151,0.552333,0.524701,0.000000,0.266382,0.592403,0.000000,1.000000,0.492254,-0.620691,0.000000,0.221902,0.440594,1.774005,1.000000,0.348269,0.544341,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,0.000000,1.000000,1.000000,0.000000,1.000000,0.944444,0.000000,1.000000,0.979396,0.932544,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,0.967742,0.000000,1.000000,1.000000,0.966667,1.000000,1.000000,1.000000,0.793103,3.000000,1.000000,1.000000,0.681818,4.000000,1.000000,1.000000,0.200000,3.213328,1.000000,1.000000,0.680000,0.371934,
50-99-7,0.870639,0.699740,-3.035111,1.000000,137.774577,1.000000,0.886932,0.799071,314.207513,0.000000,0.142736,0.359958,-12.721072,0.000000,0.846528,0.517952,0.499561,1.000000,0.859693,0.696444,-8.775284,0.000000,0.097735,0.214806,-3.377582,1.000000,0.316712,0.449388,8.205188,0.000000,0.088252,0.234268,1.000000,1.000000,0.328884,0.618958,6.424653,NaN,-10.478171,1.000000,0.388318,0.567897,0.083172,0.000000,0.273689,0.506479,0.552052,0.000000,0.329212,0.632851,1.000000,1.000000,0.530917,-1.090998,0.000000,0.135526,0.413160,2.160691,1.000000,0.318464,0.374538,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,0.000000,1.000000,1.000000,0.000000,1.000000,0.888889,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.928571,4.000000,1.000000,1.000000,0.782609,5.000000,1.000000,1.000000,0.904762,3.777348,1.000000,1.000000,0.636364,0.449260,
51-05-8,0.878178,0.735790,1.983484,1.000000,71.579392,1.000000,0.859780,0.646744,306.934522,1.000000,0.311853,0.452108,-4.740969,1.000000,0.415787,0.467558,-1.382992,1.000000,0.878264,0.737639,-8.958172,0.000000,0.175729,0.251467,9.219542,1.000000,0.562221,0.550163,9.492830,0.000000,0.836022,0.617903,1.000000,1.000000,0.505411,0.480790,NaN,7.661691,-10.772042,0.000000,0.253413,0.520147,0.580445,1.000000,0.465933,0.562169,0.525583,0.000000,0.300833,0.609685,0.000000,1.000000,0.516814,-0.187978,1.000000,0.401715,0.550533,2.429525,1.000000,0.427895,0.588648,1.000000,1.000000,1.000000,0.000000,1.000000,0.900000,0.000000,1.000000,0.857143,0.000000,1.000000,0.944444,0.000000,1.000000,0.992223,0.970621,0.000000,1.000000,1.000000,0.952381,0.000000,1.000000,0.991980,0.924803,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,0.607143,3.000000,1.000000,1.000000,0.865613,4.000000,1.000000,1.000000,0.550000,3.145465,1.000000,1.000000,0.640000,0.470120,
51-12-7,0.864386,0.677738,1.086115,1.000000,155.894394,1.000000,0.854506,0.685625,303.834552,0.000000,0.128135,0.465157,-9.635250,1.000000,0.324837,0.429101,-4.036066,1.000000,0.472050,0.489508,-9.380400,0.000000,0.147977,0.240242,10.652731,1.000000,0.487183,0.490174,9.270749,0.000000,0.178365,0.328183,2.000000,1.000000,0.399667,0.348050,7.606887,6.462067,-10.976489,0.000000,0.129167,0.481551,0.745740,1.000000,0.356922,0.460750,0.524070,0.000000,0.312349,0.615342,1.000000,1.000000,0.561540,-0.566940,0.000000,0.237293,0.437048,2.992886,1.000000,0.356164,0.474002,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,0.000000,1.000000,1.000000,0.000000,1.000000,0.894737,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,0.944444,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,0.966667,0.000000,1.000000,1.000000,0.827586,3.000000,1.000000,1.000000,0.909091,4.000000,1.000000,1.000000,0.857143,3.107505,1.000000,1.000000,0.920000,0.510505,
51-17-2,0.885442,0.828145,1.343054,1.000000,155.261797,1.000000,0.906517,0.713027,300.053379,1.000000,0.593689,0.648592,-3.611546,1.000000,0.541616,0.462640,-1.741605,1.000000,0.875450,0.819717,-6.915930,1.000000,0.632500,0.667601,4.039492,1.000000,0.467588,0.511014,7.714258,1.000000,0.755191,0.544765,2.000000,1.000000,0.980191,0.605387,12.702425,5.409676,-10.333594,1.000000,0.676217,0.657413,0.679767,1.000000,0.570274,0.628059,0.704432,1.000000,0.581777,0.702516,1.000000,1.000000,0.604549,-0.797225,1.000000,0.291641,0.568385,1.744355,1.000000,0.563179,0.673928,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,0.000000,1.000000,1.000000,0.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.984781,0.953833,0.000000,1.000000,1.000000,0.933333,2.000000,1.000000,0.997804,0.574263,4.000000,1.000000,1.000000,0.900000,2.814001,1.000000,1.000000,0.880000,0.596524,
